ImageID,Labels,Caption,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16.jpg,[1],Six snowboards are propped in the snow on a rail.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.jpg,"[3, 5]",a small airplane that is on a runway,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.jpg,"[1, 3, 6]",A female traveler leaning on a luggage cart.,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.jpg,"[18, 3]",The dog is playing with his toy in the grass,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20.jpg,[1],the people are sampling wine at a wine tasting.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.jpg,[18],A stuffed bear that is laying down in the grass.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.jpg,[1],Beautiful women wearing bikinis frolicking on a sandy beach.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.jpg,[1],A man tossing an orange frisbee on top of a lush green field.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.jpg,[1],A man holding a glass of wine on it's side.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.jpg,[7],The passenger train has stopped at a station.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26.jpg,[1],A young boy playing soccer on a grassy field,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.jpg,[1],A little girl holding wet broccoli in her hand.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.jpg,[1],landscape of a snowy mountain with a skiers trail in the snow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.jpg,[1],A man with a bushy beard and green tie.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.jpg,[18],A white dog holding a purple frisbee in it's mouth.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31.jpg,[9],a couple of boats that are in some water,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32.jpg,"[1, 3]",Two people playing tennis in a neighborhood park.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.jpg,[1],A tennis player in action on the court.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.jpg,[1],A person licks his thumb while holding a piece of food.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.jpg,"[17, 1]",A cat is lying on its back in a man's lap.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.jpg,[1],a standing woman with a remote control in hand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.jpg,"[1, 6]",A Los Angeles school bus parked in a parking lot.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.jpg,[18],A dog stands next to a skateboard leaned up against a wall.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.jpg,"[1, 10, 15]",A man holding his hands together while sitting on a bench.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40.jpg,"[1, 4]",Man on dirt bike with a redheaded woman in his lap.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.jpg,"[1, 2]",People playing tennis on the court on a sunny day,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.jpg,"[1, 6]",A man standing next to a large red bus.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43.jpg,"[3, 5, 6, 8, 10]",An airplane sitting in the middle of a city.,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
44.jpg,"[1, 5]",People gather around as a man gets into an old-time airplane.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.jpg,[1],A man leaning over as she inspects a woman's shoes.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.jpg,[17],a close up of a cat laying on grass near a shoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47.jpg,[18],A brown and white chihuahua stands over a stuffed giraffe toy and a gray ribbon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.jpg,[1],Three young women are trying to catch a frisbee.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.jpg,[4],Rusted red motorcycle parked beside a red building.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.jpg,[1],A young man riding a skateboard down a ramp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.jpg,"[17, 3]",a cat is sitting on top of a vehicle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52.jpg,"[3, 4]",A motorcycle parked in a parking spot in a lot.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.jpg,"[1, 7]",A train with googly eyes sitting near a platform.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54.jpg,[19],A statue of a man on top of a horse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.jpg,[1],A sandy beach covered in white surfboards near the ocean.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.jpg,[6],A white and red bus on side of street.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57.jpg,"[17, 1]",A woman that is with a cat in a mirror.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58.jpg,"[1, 4]",A person is riding a motorcycle down a country road.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.jpg,[1],a dark room with three people on computers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.jpg,"[1, 3]",People are gathering near bright orange air balloons.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.jpg,"[1, 4]",A motorcycle is parked outside of a cafe.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.jpg,"[1, 3]",A woman wearing a pink hat holding a black umbrella.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.jpg,[1],A woman cuts a large cake that has a lit candle.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.jpg,[1],The kite surfer is spraying up water as he surfs.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.jpg,"[1, 18]",a family is sitting down at a table to have cake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66.jpg,"[1, 7]",Many people are walking with suitcases in a train station.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67.jpg,[16],three ducks next to the shore of a pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.jpg,"[1, 3, 14]",A black and white photograph of two men on side of the road.,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.jpg,[17],Cat Siamese looking sleeping on its side on a comforter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70.jpg,[1],A man on a surfboard in the water.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.jpg,"[8, 1, 3]",this is two men in cleats on the grass,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72.jpg,"[9, 18, 1]",A man on a boat holding his dog in his lap.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73.jpg,[1],A young man laying on the ground while wearing skis.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.jpg,[1],A street at night with people walking around and buildings lit up.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.jpg,"[1, 5]",A jet sits on display in during an air show.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.jpg,[1],a man from the neck down with a suit and tie on,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.jpg,"[1, 2]",A little kid that is on a skateboard.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.jpg,[1],Two very big elephants standing together in an enclosure.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.jpg,"[1, 11]",people built a dog house shaped sand castle,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80.jpg,[1],a girl is wearing a tie and a dress,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.jpg,[1],a snowboarder in blue pants standing on his snowboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.jpg,[17],A couple of cats laying on a couch in a room.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83.jpg,[1],A person pulling apart a bunch of bananas in a box.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.jpg,"[1, 3]",MAN ON CELL PHONE STANDING ON STREET CORNER IN HOUSE SLIPPERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.jpg,[1],a group of people walking next to a building with their suitcases,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.jpg,[1],Two men pose while having a photograph taken.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.jpg,[18],A dog sitting in a heart on a beach by ocean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88.jpg,"[10, 1, 2, 3]",some bicycle riders are crossing a street,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89.jpg,[5],a large air plane flying thru the sky with mountains in the background,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.jpg,[17],An orange cat laying on a bed with a black comforter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91.jpg,[7],A train station near a snowy mountain belt.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92.jpg,[1],A woman kneeling down to pet a black and white cow laying on the ground.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.jpg,"[8, 1]",A person standing on the snow next to a tree.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94.jpg,"[1, 5]",Many propeller plans and biplanes on display in a museum.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.jpg,[1],A man performing a trick on a skateboard.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.jpg,"[10, 7]",A cargo train that is traveling down some railroad tracks.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
97.jpg,[17],A black and white cat laying on top of a colorful rug.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98.jpg,"[1, 3]",A sandwich and a glass of wine at an outside eatery.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.jpg,[1],A woman standing in a kitchen next to jars on a counter.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.jpg,"[16, 9]",An orange boat docked next to a platform.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101.jpg,[5],A model red plane hung from a ceiling.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.jpg,[1],A guy playing with a Frisbee outside during the daytime.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.jpg,[1],People are standing in the sand on the beach flying a kite.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.jpg,[1],A mustachioed man in football pads and helmet poses aggressively with a baseball bat in his hand.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.jpg,[1],A person with an umbrella walking near the flowers.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.jpg,"[1, 4, 5]",An airplane flying through the air over a motorcycle.,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.jpg,[1],An elderly woman in a wheelchair opening  Christmas gifts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.jpg,[1],A group of men standing around a counter in a kitchen.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.jpg,[1],A large building with a clock and people nearby.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.jpg,[1],a man is sitting on the grass eating some food and a drink,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.jpg,"[1, 6]",A person holding a tray full of orange carrots.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112.jpg,[1],A man in swim shorts is riding a surf board.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.jpg,"[1, 3, 5]",A commercial airplane with the door open and people walking in.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.jpg,"[1, 2, 3, 4, 6, 8]",A beautiful young woman riding on the back of a motorcycle.,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
115.jpg,"[1, 18, 17]",A big cat and a small cat sitting down with their backs turned,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
116.jpg,"[17, 19]",An orange cat standing on the top of a brown horse.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
117.jpg,[1],a young guy walking in a forrest holding an object in his hand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.jpg,"[1, 19]",A man riding on the back of a horse.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119.jpg,"[1, 5]",People stand around an old airplane that is tilted on it's nose.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.jpg,[1],A man flying a kite in a cloudy blue sky.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.jpg,"[1, 18]",A baby with a Santa hat on and boots hold a pair of pliers.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122.jpg,"[3, 6]",A wide panned shot of London at daytime.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123.jpg,[1],A woman in the middle of swinging a tennis racket.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.jpg,"[8, 1, 18]",A person on a four-wheeler herding sheep in the snow.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125.jpg,[1],Two adults and a child on skis in the snow.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.jpg,[1],A man is riding on a surfboard in the ocean.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.jpg,[1],A silver and clear drink container with a black tray of fruit next to it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128.jpg,"[1, 9]",A man is sitting in a boat on a river and drinking a bottle of water.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129.jpg,[1],A person on a court with a tennis racket.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.jpg,"[3, 5]",A large commercial airplane parked on a runway,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.jpg,[1],Several people around a table getting ready to cut into a cake.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.jpg,"[1, 15]",A young man riding a skateboard up the side of a ramp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133.jpg,"[8, 1]",A herd of cows standing on a grass covered field.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134.jpg,"[9, 1]",A couple of boats are on a a river,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135.jpg,[1],Two young children on a ramp with their skate boards.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.jpg,[11],a close up of a yellow fire hydrant near a wall,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
137.jpg,[16],A lone bird flying past a chemical plants smoke stacks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138.jpg,"[8, 10, 3]",A stalk of broccoli sitting on the dashboard of a car.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
139.jpg,"[1, 3, 6, 8, 10]",a blue red and white truck and some buildings,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
140.jpg,[1],A person about to swing a tennis racket,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.jpg,[1],The homemade pizza just came out of the oven.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.jpg,[1],A man holding a white surfboard standing in the ocean.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.jpg,[7],A wagon rides on a track in an old town,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144.jpg,[1],a woman with her arms around a man holding a frisbee in a field,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145.jpg,[1],A man's tattoo is seen under his dress shirt sleeve as he holds a rose.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.jpg,[1],People who are dressed for skiing standing in the snow.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.jpg,"[1, 3]",Two girls sit on the ground looking at their phones.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.jpg,[18],a dog seems to be walking over frozen water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149.jpg,[1],A person swing a tennis racket at a tennis ball.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.jpg,"[8, 5]",The plane on the runway is waiting to take off from the airport.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151.jpg,[18],A dog sitting on top of a toilet.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152.jpg,"[2, 6]",A bicycle with a book bag chained to a bike stand.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153.jpg,"[1, 19]",The people is  riding horses on the water.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154.jpg,[1],A man riding a wave on top of a surfboard.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155.jpg,[1],Two men riding skis down a snow covered ski slope.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.jpg,[18],a close up of a dog laying on a chair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157.jpg,"[1, 18]",A man kneeling down next to a brown dog.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158.jpg,[3],An open brown refrigerator sitting on an asphalt street.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159.jpg,[7],A large long train on a steel track.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160.jpg,"[1, 3, 6]",A blue bus driving down a street next to cars.,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161.jpg,[1],A man standing next to his guitar case talking on his cell phone.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162.jpg,[1],People sit along tables in chairs with bags.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163.jpg,"[1, 6]",A yellow and red bus traveling past a tall building.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164.jpg,[1],A woman holding a tennis racket on a green tennis court.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165.jpg,[1],there is a an riding a skateboard in a ramp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166.jpg,[16],A ZEBRA AND AND OSTRICH ARE NEXT TO EACH OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167.jpg,[1],A massive crowd of people standing on top of a sandy beach.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168.jpg,[1],A naked child brushing teeth in a mirror.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.jpg,[15],A snow covered park bench in a snow covered park.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170.jpg,[1],two female friends share a chocolate covered doughnut,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.jpg,[1],A man that is in the air on a wall with a skateboard.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.jpg,[1],A man standing on top of a tennis court holding  racquet.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.jpg,[1],"A room with a rug, table, and chairs, and other items",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.jpg,[1],A group of young men holding skateboards standing in front of a store.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175.jpg,[1],A man sitting in a chair in a living room.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176.jpg,"[1, 6]",A man with a suitcase stands near a street.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177.jpg,[7],A white and yellow passenger train sits on its rail with a tower in the background.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178.jpg,[1],some ribs sitting on a cutting board next to some apple slices and leaves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179.jpg,[1],A man sitting in front of a laptop computer.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180.jpg,[1],"A black and white picture of a man surfing,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.jpg,"[1, 18]",A man riding on the back of a dog sled.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182.jpg,[16],A group of birds standing on top of a body of water looking for food.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183.jpg,"[1, 3, 4, 10, 18]",A man riding a red motorcycle down a street with a dog on back of it.,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
184.jpg,"[1, 3]",A car driving on a street in the town center.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.jpg,[17],A cat is staring at the viewer as it sits in a bathroom sink.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186.jpg,"[1, 2, 19, 7]",A horse drawn carriage driving down a street.,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
187.jpg,"[17, 1]",A brindled cat laying near a woman's foot wearing a cat shoe.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
188.jpg,[1],five girls jumping in the air two of them are holding ball bats,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.jpg,[1],A group of people at a table with laptops.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.jpg,[1],Two girls in an apartment play a lively video game.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.jpg,[1],a man leaning over as he gets ready to serve a ball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.jpg,[1],Man holding a wine glass with a small amount of red wine.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.jpg,[17],A cat is looking over two pieces of luggage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194.jpg,[1],A person on a surfboard in the water.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.jpg,[1],A woman is getting ready to hit a ball with a tennis racket.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.jpg,[1],a close up of a person wearing a suit and tie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.jpg,"[1, 19]",A man riding on the back of a brown horse next to a tree.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198.jpg,[1],Picture of a person during baseball in the air.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.jpg,[1],There are two Girls one of them is washing the dishes.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.jpg,"[8, 1, 3, 6]",A double-decker bus is on a street outside a building.,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
201.jpg,"[9, 1]",Umbrella covered lawn chairs line the beach of a beautiful blue ocean.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202.jpg,"[1, 15]",Women hiding from the sun on a city bench,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
203.jpg,[11],A fire hydrant on  concrete pad amid a rock bed.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204.jpg,[1],small children learning tennis on a modifgied court,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
